Meet,MeetId,Event,Round,EventDate,Panel,RoundsCovered,Function,JudgeNo,JudgeName
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 2,J2,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 2,J2,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 3,J3,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 3,J3,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 4,J4,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 4,J4,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 5,J5,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 5,J5,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 6,J6,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 6,J6,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 7,J7,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 7,J7,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 1,J1,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 2,J2,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 2,J2,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 3,J3,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 3,J3,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 4,J4,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 4,J4,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 5,J5,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 5,J5,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 6,J6,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 6,J6,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 7,J7,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 7,J7,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 1,J1,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 2,J2,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 2,J2,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 3,J3,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 3,J3,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 4,J4,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 4,J4,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 5,J5,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 5,J5,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 6,J6,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 6,J6,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,A,1-6,Judge 7,J7,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 3m Springboard Final,Final,23 MAR 2006,B,1-6,Judge 7,J7,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 2,J2,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 2,J2,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 3,J3,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 3,J3,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 4,J4,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 4,J4,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 5,J5,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 5,J5,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,A,1-6,Judge 7,J7,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Preliminary,Preliminary,23 MAR 2006,B,1-6,Judge 7,J7,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 2,J2,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 2,J2,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 3,J3,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 3,J3,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 4,J4,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 4,J4,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 5,J5,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 5,J5,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,A,1-6,Judge 7,J7,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 10m Platform Final,Final,23 MAR 2006,B,1-6,Judge 7,J7,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 1,J1,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 2,J2,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 2,J2,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 3,J3,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 3,J3,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 4,J4,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 4,J4,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 5,J5,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 5,J5,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,A,1-6,Judge 7,J7,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Preliminary,Preliminary,24 MAR 2006,B,1-6,Judge 7,J7,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 1,J1,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 2,J2,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 2,J2,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 3,J3,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 3,J3,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 4,J4,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 4,J4,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 5,J5,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 5,J5,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 6,J6,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,A,1-6,Judge 7,J7,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 1m Springboard Final,Final,24 MAR 2006,B,1-6,Judge 7,J7,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 1,J1,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 2,J2,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 2,J2,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 3,J3,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 3,J3,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 4,J4,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 4,J4,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 5,J5,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 5,J5,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 6,J6,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 6,J6,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 7,J7,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 7,J7,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 1,J1,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 2,J2,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 2,J2,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 3,J3,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 3,J3,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 4,J4,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 4,J4,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 5,J5,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 5,J5,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 6,J6,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 6,J6,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,A,1-6,Judge 7,J7,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 10m Platform Final,Final,25 MAR 2006,B,1-6,Judge 7,J7,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 2,J2,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 2,J2,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 3,J3,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 3,J3,Law William SCO
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 4,J4,Campbell Vicki NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 4,J4,Sissons Ann NZL
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 5,J5,Koh Tony MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 5,J5,Chong Edwin MAS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 6,J6,Boothroyd Sydney ENG
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 6,J6,Lyon Raelene AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,A,1-6,Judge 7,J7,Woodard Lena RSA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Preliminary,Preliminary,25 MAR 2006,B,1-6,Judge 7,J7,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Final,Final,25 MAR 2006,A,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Final,Final,25 MAR 2006,B,1-6,Judge 1,J1,Lindberg Mathz SWE
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Final,Final,25 MAR 2006,A,1-6,Judge 2,J2,Wellins Helen AUS
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Final,Final,25 MAR 2006,B,1-6,Judge 2,J2,Morneau Helene CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Final,Final,25 MAR 2006,A,1-6,Judge 3,J3,Cuthbert Linda CAN
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Women’s 3m Springboard Final,Final,25 MAR 2006,B,1-6,Judge 3,J3,Law William SCO
